inventory_id,item_name,category,sales_date,quantity_sold,unit_price,total_sales,code
15,Gauze pads (sterile packs),Required Items,16/02/2025,0,5,0,INV-015
16,Cotton balls / cotton rolls,Required Items,16/02/2025,0,120,0,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,16/02/2025,0,180,0,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,16/02/2025,0,350,0,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,16/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,16/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,16/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,16/02/2025,1,200,200,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,16/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,16/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,16/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,16/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,16/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,16/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,17/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,17/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,17/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,17/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,17/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,17/02/2025,0,90,0,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,17/02/2025,0,200,0,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,17/02/2025,3,900,2700,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,17/02/2025,1,550,550,INV-009
10,Syringe 1mL (sterile),Required Items,17/02/2025,0,5,0,INV-010
11,Syringe 3mL (sterile),Required Items,17/02/2025,8,5,40,INV-011
12,Needle 23G / 25G (sterile),Required Items,17/02/2025,0,10,0,INV-012
13,IV catheter (22G / 24G),Required Items,17/02/2025,0,50,0,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,17/02/2025,19,250,4750,INV-014
15,Gauze pads (sterile packs),Required Items,17/02/2025,4,5,20,INV-015
16,Cotton balls / cotton rolls,Required Items,17/02/2025,22,120,2640,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,17/02/2025,5,180,900,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,17/02/2025,0,350,0,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,17/02/2025,4,320,1280,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,17/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,17/02/2025,4,300,1200,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,17/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,17/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,17/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,17/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,17/02/2025,5,800,4000,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,17/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,17/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,18/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,18/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,18/02/2025,5,300,1500,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,18/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,18/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,18/02/2025,7,90,630,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,18/02/2025,6,200,1200,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,18/02/2025,0,900,0,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,18/02/2025,0,550,0,INV-009
10,Syringe 1mL (sterile),Required Items,18/02/2025,13,5,65,INV-010
11,Syringe 3mL (sterile),Required Items,18/02/2025,11,5,55,INV-011
12,Needle 23G / 25G (sterile),Required Items,18/02/2025,16,10,160,INV-012
13,IV catheter (22G / 24G),Required Items,18/02/2025,19,50,950,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,18/02/2025,16,250,4000,INV-014
15,Gauze pads (sterile packs),Required Items,18/02/2025,11,5,55,INV-015
16,Cotton balls / cotton rolls,Required Items,18/02/2025,14,120,1680,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,18/02/2025,9,180,1620,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,18/02/2025,0,350,0,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,18/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,18/02/2025,5,450,2250,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,18/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,18/02/2025,6,200,1200,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,18/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,18/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,18/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,18/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,18/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,18/02/2025,4,100,400,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,19/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,19/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,19/02/2025,3,300,900,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,19/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,19/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,19/02/2025,7,90,630,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,19/02/2025,0,200,0,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,19/02/2025,1,900,900,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,19/02/2025,5,550,2750,INV-009
10,Syringe 1mL (sterile),Required Items,19/02/2025,16,5,80,INV-010
11,Syringe 3mL (sterile),Required Items,19/02/2025,0,5,0,INV-011
12,Needle 23G / 25G (sterile),Required Items,19/02/2025,0,10,0,INV-012
13,IV catheter (22G / 24G),Required Items,19/02/2025,23,50,1150,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,19/02/2025,16,250,4000,INV-014
15,Gauze pads (sterile packs),Required Items,19/02/2025,13,5,65,INV-015
16,Cotton balls / cotton rolls,Required Items,19/02/2025,10,120,1200,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,19/02/2025,11,180,1980,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,19/02/2025,5,350,1750,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,19/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,19/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,19/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,19/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,19/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,19/02/2025,1,300,300,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,19/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,19/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,19/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,19/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,20/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,20/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,20/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,20/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,20/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,20/02/2025,1,90,90,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,20/02/2025,5,200,1000,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,20/02/2025,0,900,0,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,20/02/2025,6,550,3300,INV-009
10,Syringe 1mL (sterile),Required Items,20/02/2025,0,5,0,INV-010
11,Syringe 3mL (sterile),Required Items,20/02/2025,8,5,40,INV-011
12,Needle 23G / 25G (sterile),Required Items,20/02/2025,23,10,230,INV-012
13,IV catheter (22G / 24G),Required Items,20/02/2025,22,50,1100,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,20/02/2025,17,250,4250,INV-014
15,Gauze pads (sterile packs),Required Items,20/02/2025,18,5,90,INV-015
16,Cotton balls / cotton rolls,Required Items,20/02/2025,19,120,2280,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,20/02/2025,11,180,1980,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,20/02/2025,0,350,0,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,20/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,20/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,20/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,20/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,20/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,20/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,20/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,20/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,20/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,20/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,21/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,21/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,21/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,21/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,21/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,21/02/2025,0,90,0,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,21/02/2025,0,200,0,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,21/02/2025,0,900,0,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,21/02/2025,0,550,0,INV-009
10,Syringe 1mL (sterile),Required Items,21/02/2025,20,5,100,INV-010
11,Syringe 3mL (sterile),Required Items,21/02/2025,18,5,90,INV-011
12,Needle 23G / 25G (sterile),Required Items,21/02/2025,9,10,90,INV-012
13,IV catheter (22G / 24G),Required Items,21/02/2025,8,50,400,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,21/02/2025,12,250,3000,INV-014
15,Gauze pads (sterile packs),Required Items,21/02/2025,0,5,0,INV-015
16,Cotton balls / cotton rolls,Required Items,21/02/2025,18,120,2160,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,21/02/2025,19,180,3420,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,21/02/2025,0,350,0,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,21/02/2025,6,320,1920,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,21/02/2025,2,450,900,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,21/02/2025,1,300,300,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,21/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,21/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,21/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,21/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,21/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,21/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,21/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,22/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,22/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,22/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,22/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,22/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,22/02/2025,0,90,0,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,22/02/2025,0,200,0,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,22/02/2025,5,900,4500,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,22/02/2025,0,550,0,INV-009
10,Syringe 1mL (sterile),Required Items,22/02/2025,0,5,0,INV-010
11,Syringe 3mL (sterile),Required Items,22/02/2025,11,5,55,INV-011
12,Needle 23G / 25G (sterile),Required Items,22/02/2025,14,10,140,INV-012
13,IV catheter (22G / 24G),Required Items,22/02/2025,5,50,250,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,22/02/2025,10,250,2500,INV-014
15,Gauze pads (sterile packs),Required Items,22/02/2025,12,5,60,INV-015
16,Cotton balls / cotton rolls,Required Items,22/02/2025,0,120,0,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,22/02/2025,0,180,0,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,22/02/2025,0,350,0,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,22/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,22/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,22/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,22/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,22/02/2025,2,280,560,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,22/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,22/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,22/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,22/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,22/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,23/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,23/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,23/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,23/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,23/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,23/02/2025,0,90,0,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,23/02/2025,0,200,0,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,23/02/2025,4,900,3600,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,23/02/2025,0,550,0,INV-009
10,Syringe 1mL (sterile),Required Items,23/02/2025,0,5,0,INV-010
11,Syringe 3mL (sterile),Required Items,23/02/2025,0,5,0,INV-011
12,Needle 23G / 25G (sterile),Required Items,23/02/2025,8,10,80,INV-012
13,IV catheter (22G / 24G),Required Items,23/02/2025,9,50,450,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,23/02/2025,0,250,0,INV-014
15,Gauze pads (sterile packs),Required Items,23/02/2025,0,5,0,INV-015
16,Cotton balls / cotton rolls,Required Items,23/02/2025,0,120,0,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,23/02/2025,21,180,3780,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,23/02/2025,5,350,1750,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,23/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,23/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,23/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,23/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,23/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,23/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,23/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,23/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,23/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,23/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,24/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,24/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,24/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,24/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,24/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,24/02/2025,3,90,270,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,24/02/2025,5,200,1000,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,24/02/2025,0,900,0,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,24/02/2025,2,550,1100,INV-009
10,Syringe 1mL (sterile),Required Items,24/02/2025,24,5,120,INV-010
11,Syringe 3mL (sterile),Required Items,24/02/2025,25,5,125,INV-011
12,Needle 23G / 25G (sterile),Required Items,24/02/2025,15,10,150,INV-012
13,IV catheter (22G / 24G),Required Items,24/02/2025,0,50,0,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,24/02/2025,13,250,3250,INV-014
15,Gauze pads (sterile packs),Required Items,24/02/2025,14,5,70,INV-015
16,Cotton balls / cotton rolls,Required Items,24/02/2025,0,120,0,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,24/02/2025,4,180,720,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,24/02/2025,1,350,350,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,24/02/2025,6,320,1920,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,24/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,24/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,24/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,24/02/2025,0,280,0,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,24/02/2025,0,300,0,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,24/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,24/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,24/02/2025,5,650,3250,INV-027
28,Drontal,Preventive Care Supplies,24/02/2025,1,100,100,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,25/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,25/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,25/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,25/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,25/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,25/02/2025,0,90,0,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,25/02/2025,3,200,600,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,25/02/2025,5,900,4500,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,25/02/2025,0,550,0,INV-009
10,Syringe 1mL (sterile),Required Items,25/02/2025,10,5,50,INV-010
11,Syringe 3mL (sterile),Required Items,25/02/2025,8,5,40,INV-011
12,Needle 23G / 25G (sterile),Required Items,25/02/2025,25,10,250,INV-012
13,IV catheter (22G / 24G),Required Items,25/02/2025,22,50,1100,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,25/02/2025,19,250,4750,INV-014
15,Gauze pads (sterile packs),Required Items,25/02/2025,8,5,40,INV-015
16,Cotton balls / cotton rolls,Required Items,25/02/2025,19,120,2280,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,25/02/2025,9,180,1620,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,25/02/2025,3,350,1050,INV-018
19,PetDerm Sensitive Skin Cat Shampoo 200ml,Grooming Supplies,25/02/2025,0,320,0,INV-019
20,FungiCare Medicated Antifungal Shampoo 250ml,Grooming Supplies,25/02/2025,0,450,0,INV-020
21,CoatSoft Pet Conditioner 200ml,Grooming Supplies,25/02/2025,0,300,0,INV-021
22,FeshPaws Grooming Cologne (Baby Powder) 100ml,Grooming Supplies,25/02/2025,0,200,0,INV-022
23,KnotFree Detangling Spray 150ml,Grooming Supplies,25/02/2025,5,280,1400,INV-023
24,Rabigen Anti-Rabies Vaccine 1mL (Canine/Feline),Vaccines,25/02/2025,4,300,1200,INV-024
25,Vanguard Plus 5-in-1 Vaccine for Dogs 1 Dose,Vaccines,25/02/2025,0,650,0,INV-025
26,Vanguard Plus 6-in-1 Vaccine for Dogs 1 Dose,Vaccines,25/02/2025,0,800,0,INV-026
27,Felocell 4-in-1 Vaccine for Cats 1 Dose,Vaccines,25/02/2025,0,650,0,INV-027
28,Drontal,Preventive Care Supplies,25/02/2025,0,100,0,INV-028
1,Nobivac DHPPi (MSD) â€“ canine core combo vaccine,Vaccines,26/02/2025,0,50,0,INV-001
2,Nobivac Rabies (MSD) â€“ rabies vaccine,Vaccines,26/02/2025,0,250,0,INV-002
3,Nobivac L4 (MSD) â€“ leptospirosis vaccine,Vaccines,26/02/2025,0,300,0,INV-003
4,Nobivac KC (MSD) â€“ kennel cough (intranasal),Vaccines,26/02/2025,0,350,0,INV-004
5,Nobivac Tricat Trio (MSD) â€“ feline core vaccine,Vaccines,26/02/2025,0,300,0,INV-005
6,Synulox palatable tablets (Zoetis) â€“ amoxicillin/clavulanic acid,Medicines,26/02/2025,6,90,540,INV-006
7,Cerenia 16 mg tablets (maropitant),Medicines,26/02/2025,0,200,0,INV-007
8,Metacam 1.5 mg/ml oral suspension (meloxicam),Medicines,26/02/2025,3,900,2700,INV-008
9,Zoletil (Virbac) â€“ injectable anesthetic,Medicines,26/02/2025,0,550,0,INV-009
10,Syringe 1mL (sterile),Required Items,26/02/2025,0,5,0,INV-010
11,Syringe 3mL (sterile),Required Items,26/02/2025,17,5,85,INV-011
12,Needle 23G / 25G (sterile),Required Items,26/02/2025,9,10,90,INV-012
13,IV catheter (22G / 24G),Required Items,26/02/2025,5,50,250,INV-013
14,"Disposable gloves (box, 100 pcs)",Required Items,26/02/2025,25,250,6250,INV-014
15,Gauze pads (sterile packs),Required Items,26/02/2025,9,5,45,INV-015
16,Cotton balls / cotton rolls,Required Items,26/02/2025,10,120,1200,INV-016
17,70% alcohol (500 mL â€“ 1 L),Required Items,26/02/2025,7,180,1260,INV-017
18,VetClean Anti-Tick & Flea Dog Shampoo 250ml,Grooming Supplies,26/02/2025,0,350,0,INV-018
